,year,province,immigrant_status,labour_force_character,gender,age_group,metrics,total
119093,2019,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,28.0
119094,2019,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,31.0
119095,2019,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,4.0
119097,2019,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,24.0
119098,2019,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,53.0
119099,2019,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,2.0
119105,2019,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,6.0
119106,2019,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,27.0
119107,2019,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
119109,2019,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,6.0
119110,2019,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,36.0
119111,2019,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,4.0
119117,2019,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,36.0
119118,2019,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,39.0
119119,2019,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,19.0
119121,2019,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,34.0
119122,2019,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,134.0
119123,2019,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,39.0
119765,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,102.0
119766,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,396.0
119767,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,40.0
119769,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,78.0
119770,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,449.0
119771,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,47.0
119777,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,57.0
119778,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,355.0
119779,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,20.0
119781,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,44.0
119782,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,317.0
119783,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,10.0
119789,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,52.0
119790,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,328.0
119791,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,18.0
119793,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,37.0
119794,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,279.0
119795,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,6.0
119801,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,26.0
119802,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,296.0
119803,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,14.0
119805,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,16.0
119806,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,228.0
119807,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,4.0
119813,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,26.0
119814,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,32.0
119815,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,4.0
119817,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,21.0
119818,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,50.0
119819,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,2.0
119825,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,6.0
119826,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,27.0
119827,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,
119829,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,6.0
119830,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,38.0
119831,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,4.0
119837,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,44.0
119838,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,42.0
119839,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,20.0
119841,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,35.0
119842,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,132.0
119843,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,38.0
120485,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,107.0
120486,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,412.0
120487,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,40.0
120489,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,79.0
120490,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,455.0
120491,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,46.0
120497,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,58.0
120498,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,368.0
120499,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,19.0
120501,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,46.0
120502,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,320.0
120503,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,11.0
120509,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,52.0
120510,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,342.0
120511,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
120513,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,39.0
120514,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,282.0
120515,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,7.0
120521,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,28.0
120522,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,310.0
120523,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
120525,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,15.0
120526,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,234.0
120527,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,5.0
120533,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,25.0
120534,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,32.0
120535,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,3.0
120537,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,24.0
120538,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,48.0
120539,2020,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,2.0
120545,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,6.0
120546,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,26.0
120547,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
120549,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,7.0
120550,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,38.0
120551,2020,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,4.0
120557,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,50.0
120558,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,44.0
120559,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,21.0
120561,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,33.0
120562,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,135.0
120563,2020,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,36.0
121205,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,111.0
121206,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,423.0
121207,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,39.0
121209,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,78.0
121210,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,457.0
121211,2020,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,45.0
121217,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,59.0
121218,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,375.0
121219,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,18.0
121221,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,42.0
121222,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,322.0
121223,2020,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,10.0
121229,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,52.0
121230,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,349.0
121231,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,15.0
121233,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,35.0
121234,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,277.0
121235,2020,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,7.0
121241,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,30.0
121242,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,318.0
121243,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,12.0
121245,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,14.0
121246,2020,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,230.0
